4.9253e-06 1.36379
4.37349e-05 1.36381
0.000167808 1.36386
0.000430105 1.36394
0.00088017 1.36404
0.0015642 1.36419
0.0025251 1.36439
0.0038026 1.36465
0.00543327 1.36496
0.00745064 1.36533
0.00988524 1.36575
0.0127647 1.36623
0.0161138 1.36677
0.0199545 1.36737
0.0243061 1.36803
0.0291853 1.36875
0.0346063 1.36953
0.0405806 1.37037
0.0471174 1.37126
0.0542238 1.37221
0.0619042 1.37322
0.070161 1.37428
0.0789947 1.37539
0.0884034 1.37655
0.0983834 1.37776
0.108929 1.37902
0.120033 1.38033
0.131686 1.38168
0.143876 1.38307
0.156592 1.3845
0.16982 1.38597
0.183543 1.38748
0.197745 1.38902
0.212407 1.3906
0.22751 1.3922
0.243033 1.39384
0.258955 1.3955
0.275251 1.39719
0.2919 1.39891
0.308874 1.40064
0.32615 1.40239
0.3437 1.40416
0.361498 1.40595
0.379515 1.40775
0.397724 1.40956
0.416096 1.41138
0.434602 1.41321
0.453212 1.41504
0.471897 1.41688
0.490627 1.41872
0.509373 1.42055
0.528103 1.42239
0.546788 1.42422
0.565398 1.42605
0.583904 1.42786
0.602276 1.42967
0.620485 1.43146
0.638502 1.43324
0.6563 1.435
0.67385 1.43674
0.691126 1.43847
0.7081 1.44017
0.724749 1.44184
0.741045 1.44349
0.756967 1.44512
0.77249 1.44671
0.787593 1.44827
0.802255 1.4498
0.816457 1.45129
0.83018 1.45274
0.843408 1.45416
0.856124 1.45553
0.868314 1.45687
0.879967 1.45815
0.891071 1.4594
0.901617 1.46059
0.911597 1.46174
0.921005 1.46284
0.929839 1.46388
0.938096 1.46487
0.945776 1.46581
0.952883 1.4667
0.959419 1.46753
0.965394 1.4683
0.970815 1.46902
0.975694 1.46968
0.980046 1.47028
0.983886 1.47082
0.987235 1.47131
0.990115 1.47174
0.992549 1.47212
0.994567 1.47244
0.996197 1.47272
0.997475 1.47294
0.998436 1.47312
0.99912 1.47325
0.99957 1.47334
0.999832 1.4734
0.999956 1.47344
0.999995 1.47346
