4.9253e-06 1.36766
4.37349e-05 1.36767
0.000167808 1.36771
0.000430105 1.36777
0.00088017 1.36787
0.0015642 1.36802
0.0025251 1.36822
0.0038026 1.36847
0.00543327 1.36878
0.00745064 1.36914
0.00988524 1.36956
0.0127647 1.37004
0.0161138 1.37058
0.0199545 1.37118
0.0243061 1.37184
0.0291853 1.37256
0.0346063 1.37334
0.0405806 1.37418
0.0471174 1.37508
0.0542238 1.37603
0.0619042 1.37704
0.070161 1.3781
0.0789947 1.37922
0.0884034 1.38038
0.0983834 1.3816
0.108929 1.38286
0.120033 1.38417
0.131686 1.38552
0.143876 1.38692
0.156592 1.38836
0.16982 1.38983
0.183543 1.39135
0.197745 1.3929
0.212407 1.39448
0.22751 1.39609
0.243033 1.39773
0.258955 1.3994
0.275251 1.4011
0.2919 1.40281
0.308874 1.40455
0.32615 1.40631
0.3437 1.40809
0.361498 1.40988
0.379515 1.41168
0.397724 1.4135
0.416096 1.41532
0.434602 1.41715
0.453212 1.41899
0.471897 1.42083
0.490627 1.42267
0.509373 1.42452
0.528103 1.42635
0.546788 1.42819
0.565398 1.43001
0.583904 1.43183
0.602276 1.43364
0.620485 1.43543
0.638502 1.43721
0.6563 1.43897
0.67385 1.44072
0.691126 1.44244
0.7081 1.44414
0.724749 1.44582
0.741045 1.44747
0.756967 1.44909
0.77249 1.45068
0.787593 1.45224
0.802255 1.45377
0.816457 1.45525
0.83018 1.45671
0.843408 1.45812
0.856124 1.45949
0.868314 1.46082
0.879967 1.4621
0.891071 1.46334
0.901617 1.46453
0.911597 1.46568
0.921005 1.46677
0.929839 1.46781
0.938096 1.4688
0.945776 1.46973
0.952883 1.47061
0.959419 1.47143
0.965394 1.4722
0.970815 1.47291
0.975694 1.47357
0.980046 1.47416
0.983886 1.4747
0.987235 1.47518
0.990115 1.47561
0.992549 1.47598
0.994567 1.4763
0.996197 1.47657
0.997475 1.47679
0.998436 1.47696
0.99912 1.47708
0.99957 1.47717
0.999832 1.47722
0.999956 1.47725
0.999995 1.47726
