1.86292e-05 1.36219
0.000164154 1.36226
0.000624978 1.36242
0.00158858 1.36267
0.00322264 1.363
0.00567576 1.36346
0.00907808 1.36407
0.013542 1.36484
0.0191627 1.36575
0.0260191 1.3668
0.0341743 1.36799
0.0436762 1.36932
0.0545586 1.37078
0.0668411 1.37238
0.0805306 1.3741
0.0956214 1.37596
0.112096 1.37792
0.129926 1.38001
0.149073 1.38219
0.169488 1.38447
0.191114 1.38684
0.213884 1.3893
0.237724 1.39182
0.262555 1.39442
0.288289 1.39708
0.314833 1.39979
0.342089 1.40254
0.369955 1.40534
0.398325 1.40816
0.427091 1.41101
0.45614 1.41388
0.485361 1.41675
0.514639 1.41962
0.54386 1.42249
0.572909 1.42534
0.601675 1.42817
0.630045 1.43097
0.657911 1.43373
0.685167 1.43645
0.711711 1.43911
0.737445 1.44172
0.762276 1.44426
0.786116 1.44672
0.808886 1.4491
0.830512 1.4514
0.850927 1.4536
0.870074 1.4557
0.887904 1.45769
0.904379 1.45957
0.919469 1.46133
0.933159 1.46296
0.945441 1.46446
0.956324 1.46582
0.965826 1.46706
0.973981 1.46816
0.980837 1.46913
0.986458 1.46995
0.990922 1.47064
0.994324 1.47119
0.996777 1.4716
0.998411 1.47189
0.999375 1.4721
0.999836 1.47224
0.999981 1.4723
