4.9253e-06 1.24603
4.37349e-05 1.2461
0.000167808 1.24627
0.000430105 1.2466
0.00088017 1.2471
0.0015642 1.2478
0.0025251 1.24871
0.0038026 1.24984
0.00543327 1.25118
0.00745064 1.25274
0.00988524 1.25452
0.0127647 1.25652
0.0161138 1.25873
0.0199545 1.26115
0.0243061 1.26377
0.0291853 1.26659
0.0346063 1.26961
0.0405806 1.27281
0.0471174 1.27619
0.0542238 1.27974
0.0619042 1.28347
0.070161 1.28735
0.0789947 1.29139
0.0884034 1.29558
0.0983834 1.29992
0.108929 1.30439
0.120033 1.30899
0.131686 1.31372
0.143876 1.31857
0.156592 1.32353
0.16982 1.3286
0.183543 1.33378
0.197745 1.33905
0.212407 1.34441
0.22751 1.34986
0.243033 1.35539
0.258955 1.361
0.275251 1.36667
0.2919 1.37241
0.308874 1.37821
0.32615 1.38406
0.3437 1.38997
0.361498 1.39591
0.379515 1.40189
0.397724 1.40791
0.416096 1.41395
0.434602 1.42001
0.453212 1.42609
0.471897 1.43219
0.490627 1.43828
0.509373 1.44438
0.528103 1.45048
0.546788 1.45656
0.565398 1.46263
0.583904 1.46868
0.602276 1.47471
0.620485 1.4807
0.638502 1.48666
0.6563 1.49257
0.67385 1.49844
0.691126 1.50425
0.7081 1.51001
0.724749 1.5157
0.741045 1.52132
0.756967 1.52687
0.77249 1.53234
0.787593 1.53773
0.802255 1.54302
0.816457 1.54821
0.83018 1.5533
0.843408 1.55829
0.856124 1.56316
0.868314 1.5679
0.879967 1.57253
0.891071 1.57702
0.901617 1.58137
0.911597 1.58558
0.921005 1.58964
0.929839 1.59354
0.938096 1.59728
0.945776 1.60085
0.952883 1.60425
0.959419 1.60747
0.965394 1.6105
0.970815 1.61334
0.975694 1.61599
0.980046 1.61844
0.983886 1.62069
0.987235 1.62273
0.990115 1.62456
0.992549 1.62618
0.994567 1.62759
0.996197 1.6288
0.997475 1.6298
0.998436 1.6306
0.99912 1.63121
0.99957 1.63164
0.999832 1.63192
0.999956 1.63207
0.999995 1.63212
