0.000145525 1.2465
0.00125465 1.24773
0.00467137 1.25072
0.0115884 1.25592
0.0229087 1.26316
0.039267 1.27229
0.0610515 1.28323
0.0884248 1.29578
0.121346 1.30973
0.159591 1.32489
0.202776 1.34109
0.250377 1.35818
0.301751 1.37599
0.356161 1.39434
0.412793 1.41308
0.470779 1.43204
0.529221 1.45106
0.587207 1.46998
0.643839 1.48865
0.698249 1.50688
0.749623 1.52453
0.797224 1.54142
0.840409 1.55737
0.878654 1.57222
0.911575 1.58579
0.938948 1.5979
0.960733 1.60834
0.977091 1.61695
0.988412 1.62368
0.995329 1.62839
0.998745 1.63103
0.999854 1.63209
